Tournament,Matchday,Date,Venue,Club,Opponent,Result,Position,Minute,When Scored,Goal Type,Assist,Player
LaLiga ,38,5/19/19,Away,FC Barcelona,SD Eibar,2:2,CF,31',1:1,Left-footed shot,Arturo Vidal,Lionel Messi
LaLiga ,38,5/19/19,Away,FC Barcelona,SD Eibar,2:2,CF,32',1:2,Left-footed shot,Ivan Rakitic,Lionel Messi
Copa del Rey ,Final,5/25/19,Home,FC Barcelona,Valencia CF,1:2,CF,73',1:2,Left-footed shot,Clément Lenglet,Lionel Messi
LaLiga ,8,10/6/19,Home,FC Barcelona,Sevilla FC,4:0,RW,78',4:0,Direct free kick,Not Applicable,Lionel Messi
LaLiga ,9,10/19/19,Away,FC Barcelona,SD Eibar,0:3,RW,58',0:2,Left-footed shot,Antoine Griezmann,Lionel Messi
Champions League ,Group Stage,10/23/19,Away,FC Barcelona,SK Slavia Prague,1:2,RW,3',0:1,Left-footed shot,Arthur Melo,Lionel Messi
LaLiga ,11,10/29/19,Home,FC Barcelona,Real Valladolid CF,5:1,RW,34',3:1,Direct free kick,Not Applicable,Lionel Messi
LaLiga ,11,10/29/19,Home,FC Barcelona,Real Valladolid CF,5:1,RW,75',4:1,Left-footed shot,Ivan Rakitic,Lionel Messi
LaLiga ,12,11/2/19,Away,FC Barcelona,Levante UD,3:1,RW,38',0:1,Penalty,Not Applicable,Lionel Messi
LaLiga ,13,11/9/19,Home,FC Barcelona,Celta de Vigo,4:1,RW,23',1:0,Penalty,Not Applicable,Lionel Messi
LaLiga ,13,11/9/19,Home,FC Barcelona,Celta de Vigo,4:1,RW,45'+1,2:1,Direct free kick,Not Applicable,Lionel Messi
LaLiga ,13,11/9/19,Home,FC Barcelona,Celta de Vigo,4:1,RW,48',3:1,Direct free kick,Not Applicable,Lionel Messi
Champions League ,Group Stage,11/27/19,Home,FC Barcelona,Borussia Dortmund,3:1,RW,33',2:0,Left-footed shot,Luis Suárez,Lionel Messi
LaLiga ,15,12/1/19,Away,FC Barcelona,Atlético de Madrid,0:1,RW,86',0:1,Left-footed shot,Luis Suárez,Lionel Messi
LaLiga ,16,12/7/19,Home,FC Barcelona,RCD Mallorca,5:2,RW,17',2:0,Left-footed shot,Antoine Griezmann,Lionel Messi
LaLiga ,16,12/7/19,Home,FC Barcelona,RCD Mallorca,5:2,RW,41',3:1,Left-footed shot,Ivan Rakitic,Lionel Messi
LaLiga ,16,12/7/19,Home,FC Barcelona,RCD Mallorca,5:2,RW,83',5:2,Left-footed shot,Luis Suárez,Lionel Messi
LaLiga ,18,12/21/19,Home,FC Barcelona,Deportivo Alavés,4:1,RW,69',3:1,Left-footed shot,Luis Suárez,Lionel Messi
Supercopa ,Semi-Finals,1/9/20,Home,FC Barcelona,Atlético de Madrid,2:3,RW,51',1:1,Right-footed shot,Luis Suárez,Lionel Messi
LaLiga ,20,1/19/20,Home,FC Barcelona,Granada CF,1:0,CF,76',1:0,Right-footed shot,Arturo Vidal,Lionel Messi
Copa del Rey ,Round of 16,1/30/20,Home,FC Barcelona,CD Leganés,5:0,RW,59',3:0,Left-footed shot,Frenkie de Jong,Lionel Messi
Copa del Rey ,Round of 16,1/30/20,Home,FC Barcelona,CD Leganés,5:0,RW,89',5:0,Left-footed shot,Ivan Rakitic,Lionel Messi
LaLiga ,25,2/22/20,Home,FC Barcelona,SD Eibar,5:0,SS,14',1:0,Left-footed shot,Ivan Rakitic,Lionel Messi
LaLiga ,25,2/22/20,Home,FC Barcelona,SD Eibar,5:0,SS,37',2:0,Left-footed shot,Arturo Vidal,Lionel Messi
LaLiga ,25,2/22/20,Home,FC Barcelona,SD Eibar,5:0,SS,40',3:0,Left-footed shot,Not Applicable,Lionel Messi
LaLiga ,25,2/22/20,Home,FC Barcelona,SD Eibar,5:0,SS,87',4:0,Left-footed shot,Not Applicable,Lionel Messi
LaLiga ,27,3/7/20,Home,FC Barcelona,Real Sociedad,1:0,CF,81',1:0,Penalty,Not Applicable,Lionel Messi
LaLiga ,28,6/13/20,Away,FC Barcelona,RCD Mallorca,0:4,RW,90'+3,0:4,Right-footed shot,Luis Suárez,Lionel Messi
LaLiga ,29,6/16/20,Home,FC Barcelona,CD Leganés,2:0,RW,69',2:0,Penalty,Not Applicable,Lionel Messi
LaLiga ,33,6/30/20,Home,FC Barcelona,Atlético de Madrid,2:2,SS,50',2:1,Penalty,Not Applicable,Lionel Messi
LaLiga ,37,7/16/20,Home,FC Barcelona,CA Osasuna,1:2,RW,62',1:1,Direct free kick,Not Applicable,Lionel Messi
LaLiga ,38,7/19/20,Away,FC Barcelona,Deportivo Alavés,0:5,RW,34',0:2,Left-footed shot,Riqui Puig,Lionel Messi
LaLiga ,38,7/19/20,Away,FC Barcelona,Deportivo Alavés,0:5,RW,75',0:5,Left-footed shot,Jordi Alba,Lionel Messi
Champions League ,last 16,8/8/20,Home,FC Barcelona,SSC Napoli,3:1,SS,23',2:0,Left-footed shot,Not Applicable,Lionel Messi
LaLiga ,3,9/27/20,Home,FC Barcelona,Villarreal CF,4:0,CF,35',3:0,Penalty,Not Applicable,Lionel Messi
Champions League ,Group Stage,10/20/20,Home,FC Barcelona,Ferencvárosi TC,5:1,CF,27',1:0,Penalty,Not Applicable,Lionel Messi
Champions League ,Group Stage,10/28/20,Away,FC Barcelona,Juventus FC,0:2,CF,90'+1,0:2,Penalty,Not Applicable,Lionel Messi
Champions League ,Group Stage,11/4/20,Home,FC Barcelona,Dynamo Kyiv,2:1,RW,5',1:0,Penalty,Not Applicable,Lionel Messi
LaLiga ,9,11/7/20,Home,FC Barcelona,Real Betis Balompié,5:2,CF,61',3:1,Penalty,Not Applicable,Lionel Messi
LaLiga ,9,11/7/20,Home,FC Barcelona,Real Betis Balompié,5:2,CF,82',4:2,Left-footed shot,Sergi Roberto,Lionel Messi
LaLiga ,11,11/29/20,Home,FC Barcelona,CA Osasuna,4:0,RW,73',4:0,Left-footed shot,Trincão,Lionel Messi
LaLiga ,13,12/13/20,Home,FC Barcelona,Levante UD,1:0,CF,76',1:0,Left-footed shot,Frenkie de Jong,Lionel Messi
LaLiga ,14,12/19/20,Home,FC Barcelona,Valencia CF,2:2,CF,45'+4,1:1,Header,Not Applicable,Lionel Messi
LaLiga ,15,12/22/20,Away,FC Barcelona,Real Valladolid CF,0:3,AM,65',0:3,Left-footed shot,Pedri,Lionel Messi
LaLiga ,2,1/6/21,Away,FC Barcelona,Athletic Bilbao,2:3,CF,38',1:2,Left-footed shot,Pedri,Lionel Messi
LaLiga ,2,1/6/21,Away,FC Barcelona,Athletic Bilbao,2:3,CF,62',1:3,Left-footed shot,Antoine Griezmann,Lionel Messi
LaLiga ,18,1/9/21,Away,FC Barcelona,Granada CF,0:4,CF,35',0:2,Left-footed shot,Antoine Griezmann,Lionel Messi
LaLiga ,18,1/9/21,Away,FC Barcelona,Granada CF,0:4,CF,42',0:3,Direct free kick,Not Applicable,Lionel Messi
Copa del Rey ,Round of 16,1/27/21,Away,FC Barcelona,Rayo Vallecano,1:2,CF,69',1:1,Left-footed shot,Antoine Griezmann,Lionel Messi
LaLiga ,21,1/31/21,Home,FC Barcelona,Athletic Bilbao,2:1,CF,20',1:0,Direct free kick,Not Applicable,Lionel Messi
LaLiga ,22,2/7/21,Away,FC Barcelona,Real Betis Balompié,2:3,CF,59',1:1,Left-footed shot,Ousmane Dembélé,Lionel Messi
LaLiga ,23,2/13/21,Home,FC Barcelona,Deportivo Alavés,5:1,CF,45'+1,2:0,Left-footed shot,Sergio Busquets,Lionel Messi
LaLiga ,23,2/13/21,Home,FC Barcelona,Deportivo Alavés,5:1,CF,75',4:1,Left-footed shot,Antoine Griezmann,Lionel Messi
Champions League ,last 16,2/16/21,Home,FC Barcelona,Paris Saint-Germain,1:4,CF,27',1:0,Penalty,Not Applicable,Lionel Messi
LaLiga ,24,2/21/21,Home,FC Barcelona,Cádiz CF,1:1,CF,32',1:0,Penalty,Not Applicable,Lionel Messi
LaLiga ,1,2/24/21,Home,FC Barcelona,Elche CF,3:0,CF,48',1:0,Left-footed shot,Martin Braithwaite,Lionel Messi
LaLiga ,1,2/24/21,Home,FC Barcelona,Elche CF,3:0,CF,68',2:0,Left-footed shot,Frenkie de Jong,Lionel Messi
LaLiga ,25,2/27/21,Away,FC Barcelona,Sevilla FC,0:2,CF,85',0:2,Right-footed shot,Ilaix Moriba,Lionel Messi
Champions League ,last 16,3/10/21,Away,FC Barcelona,Paris Saint-Germain,1:1,SS,37',1:1,Long distance kick,Pedri,Lionel Messi
LaLiga ,27,3/15/21,Home,FC Barcelona,SD Huesca,4:1,SS,13',1:0,Left-footed shot,Sergio Busquets,Lionel Messi
LaLiga ,27,3/15/21,Home,FC Barcelona,SD Huesca,4:1,SS,90',4:1,Left-footed shot,Trincão,Lionel Messi
LaLiga ,28,3/21/21,Away,FC Barcelona,Real Sociedad,1:6,SS,56',0:4,Left-footed shot,Sergio Busquets,Lionel Messi
LaLiga ,28,3/21/21,Away,FC Barcelona,Real Sociedad,1:6,SS,89',1:6,Left-footed shot,Jordi Alba,Lionel Messi
Copa del Rey ,Final,4/17/21,Away,FC Barcelona,Athletic Bilbao,0:4,CF,68',0:3,Left-footed shot,Frenkie de Jong,Lionel Messi
Copa del Rey ,Final,4/17/21,Away,FC Barcelona,Athletic Bilbao,0:4,CF,72',0:4,Left-footed shot,Jordi Alba,Lionel Messi
LaLiga ,31,4/22/21,Home,FC Barcelona,Getafe CF,5:2,CF,8',1:0,Left-footed shot,Sergio Busquets,Lionel Messi
LaLiga ,31,4/22/21,Home,FC Barcelona,Getafe CF,5:2,CF,33',3:1,Left-footed shot,Not Applicable,Lionel Messi
LaLiga ,33,4/29/21,Home,FC Barcelona,Granada CF,1:2,CF,23',1:0,Left-footed shot,Antoine Griezmann,Lionel Messi
LaLiga ,34,5/2/21,Away,FC Barcelona,Valencia CF,2:3,CF,57',1:1,Left-footed shot,Not Applicable,Lionel Messi
LaLiga ,34,5/2/21,Away,FC Barcelona,Valencia CF,2:3,CF,69',1:3,Direct free kick,Not Applicable,Lionel Messi
LaLiga ,36,5/11/21,Away,FC Barcelona,Levante UD,3:3,SS,25',0:1,Left-footed shot,Not Applicable,Lionel Messi
LaLiga ,37,5/16/21,Home,FC Barcelona,Celta de Vigo,1:2,SS,28',1:0,Header,Sergio Busquets,Lionel Messi
Champions League ,Group Stage,9/28/21,Home,Paris Saint-Germain,Manchester City,2:0,RW,74',2:0,Left-footed shot,Kylian Mbappé,Lionel Messi
Champions League ,Group Stage,10/19/21,Home,Paris Saint-Germain,RB Leipzig,3:2,RW,67',2:2,Left-footed shot,Kylian Mbappé,Lionel Messi
Champions League ,Group Stage,10/19/21,Home,Paris Saint-Germain,RB Leipzig,3:2,RW,74',3:2,Penalty,Not Applicable,Lionel Messi
Ligue 1 ,14,11/20/21,Home,Paris Saint-Germain,FC Nantes,3:1,RW,87',3:1,Left-footed shot,Kylian Mbappé,Lionel Messi
Champions League ,Group Stage,12/7/21,Home,Paris Saint-Germain,Club Brugge KV,4:1,CF,38',3:0,Left-footed shot,Kylian Mbappé,Lionel Messi
Champions League ,Group Stage,12/7/21,Home,Paris Saint-Germain,Club Brugge KV,4:1,CF,76',4:1,Penalty,Not Applicable,Lionel Messi
Ligue 1 ,23,2/6/22,Away,Paris Saint-Germain,LOSC Lille,1:5,CF,38',1:3,Left-footed shot,Not Applicable,Lionel Messi
Ligue 1 ,30,4/3/22,Home,Paris Saint-Germain,FC Lorient,5:1,RW,73',4:1,Left-footed shot,Kylian Mbappé,Lionel Messi
Ligue 1 ,34,4/23/22,Home,Paris Saint-Germain,RC Lens,1:1,RW,68',1:0,Left-footed shot,Neymar,Lionel Messi
Ligue 1 ,37,5/14/22,Away,Paris Saint-Germain,Montpellier HSC,0:4,CF,6',0:1,Left-footed shot,Kylian Mbappé,Lionel Messi
Ligue 1 ,37,5/14/22,Away,Paris Saint-Germain,Montpellier HSC,0:4,CF,20',0:2,Left-footed shot,Kylian Mbappé,Lionel Messi
Trophée des Champions ,Final,7/31/22,Home,Paris Saint-Germain,FC Nantes,4:0,CF,22',1:0,Right-footed shot,Not Applicable,Lionel Messi
Ligue 1 ,1,8/6/22,Away,Paris Saint-Germain,Clermont Foot 63,0:5,CF,80',0:4,Left-footed shot,Neymar,Lionel Messi
Ligue 1 ,1,8/6/22,Away,Paris Saint-Germain,Clermont Foot 63,0:5,CF,86',0:5,Left-footed shot,Leandro Paredes,Lionel Messi
Ligue 1 ,3,8/21/22,Away,Paris Saint-Germain,LOSC Lille,1:7,RW,27',0:2,Right-footed shot,Nuno Mendes,Lionel Messi
Champions League ,Group Stage,9/14/22,Away,Paris Saint-Germain,Maccabi Haifa,1:3,RW,37',1:1,Left-footed shot,Not Applicable,Lionel Messi
Ligue 1 ,8,9/18/22,Away,Paris Saint-Germain,Olympique Lyon,0:1,RW,5',0:1,Left-footed shot,Neymar,Lionel Messi
Ligue 1 ,9,10/1/22,Home,Paris Saint-Germain,OGC Nice,2:1,AM,28',1:0,Direct free kick,Not Applicable,Lionel Messi
Champions League ,Group Stage,10/5/22,Away,Paris Saint-Germain,SL Benfica,1:1,RW,22',0:1,Left-footed shot,Neymar,Lionel Messi
Ligue 1 ,12,10/21/22,Away,Paris Saint-Germain,AC Ajaccio,0:3,CF,78',0:2,Left-footed shot,Kylian Mbappé,Lionel Messi
Champions League ,Group Stage,10/25/22,Home,Paris Saint-Germain,Maccabi Haifa,7:2,SS,19',1:0,Left-footed shot,Kylian Mbappé,Lionel Messi
Champions League ,Group Stage,10/25/22,Home,Paris Saint-Germain,Maccabi Haifa,7:2,SS,45',4:1,Left-footed shot,Kylian Mbappé,Lionel Messi
Ligue 1 ,13,10/29/22,Home,Paris Saint-Germain,ESTAC Troyes,4:3,RW,55',2:2,Left-footed shot,Sergio Ramos,Lionel Messi
Ligue 1 ,18,1/11/23,Home,Paris Saint-Germain,Angers SCO,2:0,AM,72',2:0,Right-footed shot,Nordi Mukiele,Lionel Messi
Ligue 1 ,21,2/1/23,Away,Paris Saint-Germain,Montpellier HSC,1:3,SS,72',0:2,Left-footed shot,Fabián Ruiz,Lionel Messi
Ligue 1 ,22,2/4/23,Home,Paris Saint-Germain,FC Toulouse,2:1,SS,58',2:1,Left-footed shot,Achraf Hakimi,Lionel Messi
Ligue 1 ,24,2/19/23,Home,Paris Saint-Germain,LOSC Lille,4:3,CF,90'+5,4:3,Direct free kick,Not Applicable,Lionel Messi
Ligue 1 ,25,2/26/23,Away,Paris Saint-Germain,Olympique Marseille,0:3,CF,29',0:2,Right-footed shot,Kylian Mbappé,Lionel Messi
Ligue 1 ,26,3/4/23,Home,Paris Saint-Germain,FC Nantes,4:2,CF,12',1:0,Left-footed shot,Not Applicable,Lionel Messi
Ligue 1 ,30,4/8/23,Away,Paris Saint-Germain,OGC Nice,0:2,CF,26',0:1,Left-footed shot,Nuno Mendes,Lionel Messi
Ligue 1 ,31,4/15/23,Home,Paris Saint-Germain,RC Lens,3:1,CF,40',3:0,Left-footed shot,Kylian Mbappé,Lionel Messi
Ligue 1 ,37,5/27/23,Away,Paris Saint-Germain,RC Strasbourg Alsace,1:1,CF,59',0:1,Left-footed shot,Kylian Mbappé,Lionel Messi
Leagues Cup ,Group Stage,7/22/23,Away,Inter Miami CF,CD Cruz Azul,1:2,RW,90'+4,1:2,Direct free kick,Not Applicable,Lionel Messi
Leagues Cup ,Group Stage,7/26/23,Home,Inter Miami CF,Atlanta United FC,4:0,RW,8',1:0,Right-footed shot,Not Applicable,Lionel Messi
Leagues Cup ,Group Stage,7/26/23,Home,Inter Miami CF,Atlanta United FC,4:0,RW,22',2:0,Right-footed shot,Robert Taylor,Lionel Messi
Leagues Cup ,First Round,8/3/23,Home,Inter Miami CF,Orlando City SC,3:1,RW,7',1:0,Left-footed shot,Robert Taylor,Lionel Messi
Leagues Cup ,First Round,8/3/23,Home,Inter Miami CF,Orlando City SC,3:1,RW,72',3:1,Right-footed shot,Josef Martínez,Lionel Messi
Leagues Cup ,Round of 16,8/7/23,Away,Inter Miami CF,FC Dallas,7:9,RW,6',0:1,Left-footed shot,Jordi Alba,Lionel Messi
Leagues Cup ,Round of 16,8/7/23,Away,Inter Miami CF,FC Dallas,7:9,RW,85',4:4,Direct free kick,Not Applicable,Lionel Messi
Leagues Cup ,Quarter-Finals,8/12/23,Home,Inter Miami CF,Charlotte FC,4:0,RW,86',4:0,Left-footed shot,Leonardo Campana,Lionel Messi
Leagues Cup ,Semi-Finals,8/16/23,Away,Inter Miami CF,Philadelphia Union,1:4,RW,20',0:2,Left-footed shot,Josef Martínez,Lionel Messi
Leagues Cup ,Final,8/20/23,Away,Inter Miami CF,Nashville SC,10:11,RW,23',0:1,Left-footed shot,Not Applicable,Lionel Messi
MLS ,28,8/27/23,Away,Inter Miami CF,New York Red Bulls,0:2,CF,89',0:2,Left-footed shot,Benja Cremaschi,Lionel Messi
MLS ,1,2/26/24,Away,Inter Miami CF,Los Angeles Galaxy,1:1,RW,90'+2,1:1,Left-footed shot,Jordi Alba,Lionel Messi
MLS ,2,3/2/24,Home,Inter Miami CF,Orlando City SC,5:0,RW,57',4:0,Chest,Not Applicable,Lionel Messi
MLS ,2,3/2/24,Home,Inter Miami CF,Orlando City SC,5:0,RW,62',5:0,Header,Luis Suárez,Lionel Messi
CONCACAF Champions Cup ,last 16,3/8/24,Away,Inter Miami CF,Nashville SC,2:2,CF,52',2:1,Not reported,Luis Suárez,Lionel Messi
CONCACAF Champions Cup ,last 16,3/14/24,Home,Inter Miami CF,Nashville SC,3:1,CF,23',2:0,Not reported,Diego Gómez,Lionel Messi
Liga Portugal ,6,10/7/02,Home,Sporting CP,Moreirense FC,3:0,LW,34',2:0,Solo run,Not Applicable,Cristiano Ronaldo
Liga Portugal ,6,10/7/02,Home,Sporting CP,Moreirense FC,3:0,LW,90'+5,3:0,Header,Rui Jorge,Cristiano Ronaldo
Liga Portugal ,8,10/26/02,Away,Sporting CP,Boavista FC,1:2,Not Applicable,88',1:2,Right-footed shot,Carlos Martins,Cristiano Ronaldo
Taça de Portugal ,Fourth Round,11/24/02,Home,Sporting CP,CD Estarreja,4:1,Not Applicable,67',3:1,Left-footed shot,César Prates,Cristiano Ronaldo
Taça de Portugal ,Fifth Round,12/18/02,Home,Sporting CP,FC Oliveira do Hospital,8:1,Not Applicable,13',3:0,Left-footed shot,Not Applicable,Cristiano Ronaldo
Premier League ,11,11/1/03,Home,Manchester United,Portsmouth FC,3:0,RW,80',2:0,Direct free kick,Not Applicable,Cristiano Ronaldo
FA Cup ,Fifth Round,2/14/04,Home,Manchester United,Manchester City,4:2,RW,74',3:0,Right-footed shot,Not Applicable,Cristiano Ronaldo
Premier League ,29,3/20/04,Home,Manchester United,Tottenham Hotspur,3:0,Not Applicable,89',2:0,Right-footed shot,Roy Keane,Cristiano Ronaldo
Premier League ,32,4/10/04,Away,Manchester United,Birmingham City,1:2,Not Applicable,60',1:1,Header,Ryan Giggs,Cristiano Ronaldo
Premier League ,38,5/15/04,Away,Manchester United,Aston Villa,0:2,Not Applicable,4',0:1,Right-footed shot,Not Applicable,Cristiano Ronaldo
FA Cup ,Final,5/22/04,Home,Manchester United,Millwall FC,3:0,RW,44',1:0,Header,Gary Neville,Cristiano Ronaldo
Premier League ,16,12/4/04,Home,Manchester United,Southampton FC,3:0,RW,87',3:0,Right-footed shot,Gary Neville,Cristiano Ronaldo
FA Cup ,Third Round,1/19/05,Away,Manchester United,Exeter City,0:2,Not Applicable,9',0:1,Left-footed shot,Paul Scholes,Cristiano Ronaldo
Premier League ,24,1/22/05,Home,Manchester United,Aston Villa,3:1,Not Applicable,8',1:0,Right-footed shot,Louis Saha,Cristiano Ronaldo
Premier League ,25,2/1/05,Away,Manchester United,Arsenal FC,2:4,RW,54',2:2,Left-footed shot,Ryan Giggs,Cristiano Ronaldo
Premier League ,25,2/1/05,Away,Manchester United,Arsenal FC,2:4,RW,58',2:3,Tap-in,Ryan Giggs,Cristiano Ronaldo
FA Cup ,Fifth Round,2/19/05,Away,Manchester United,Everton FC,0:2,Not Applicable,58',0:2,Tap-in,Paul Scholes,Cristiano Ronaldo
FA Cup ,Sixth Round,3/12/05,Away,Manchester United,Southampton FC,0:4,Not Applicable,45'+1,0:2,Left-footed shot,Ruud van Nistelrooy,Cristiano Ronaldo
Premier League ,30,3/19/05,Home,Manchester United,Fulham FC,1:0,Not Applicable,21',1:0,Right-footed shot,Roy Keane,Cristiano Ronaldo
FA Cup ,Semi-Finals,4/17/05,Away,Manchester United,Newcastle United,1:4,RW,76',1:4,Right-footed shot,Ruud van Nistelrooy,Cristiano Ronaldo
Champions League Qu. ,3rd round,8/9/05,Home,Manchester United,Debreceni VSC,3:0,Not Applicable,63',3:0,Right-footed shot,Paul Scholes,Cristiano Ronaldo
Premier League ,11,10/29/05,Away,Manchester United,Middlesbrough FC,4:1,Not Applicable,90',4:1,Header,Paul Scholes,Cristiano Ronaldo
EFL Cup ,Round of 16,11/30/05,Home,Manchester United,West Bromwich Albion,3:1,RW,12',1:1,Penalty,Not Applicable,Cristiano Ronaldo
Premier League ,20,12/31/05,Home,Manchester United,Bolton Wanderers,4:1,Not Applicable,68',3:1,Right-footed shot,Wayne Rooney,Cristiano Ronaldo
Premier League ,20,12/31/05,Home,Manchester United,Bolton Wanderers,4:1,Not Applicable,90',4:1,Left-footed shot,Ruud van Nistelrooy,Cristiano Ronaldo
Premier League ,25,2/4/06,Home,Manchester United,Fulham FC,4:2,Not Applicable,14',2:0,Direct free kick,Not Applicable,Cristiano Ronaldo
Premier League ,25,2/4/06,Home,Manchester United,Fulham FC,4:2,Not Applicable,87',4:2,Right-footed shot,Not Applicable,Cristiano Ronaldo
Premier League ,26,2/11/06,Away,Manchester United,Portsmouth FC,1:3,RW,38',0:2,Left-footed shot,Not Applicable,Cristiano Ronaldo
Premier League ,26,2/11/06,Away,Manchester United,Portsmouth FC,1:3,RW,45',0:3,Right-footed shot,Wayne Rooney,Cristiano Ronaldo
EFL Cup ,Final,2/26/06,Home,Manchester United,Wigan Athletic,4:0,RW,59',3:0,Right-footed shot,Louis Saha,Cristiano Ronaldo
Premier League ,28,3/6/06,Away,Manchester United,Wigan Athletic,1:2,Not Applicable,74',1:1,Right-footed shot,Ruud van Nistelrooy,Cristiano Ronaldo
Premier League ,38,5/7/06,Home,Manchester United,Charlton Athletic,4:0,RW,23',2:0,Left-footed shot,Ryan Giggs,Cristiano Ronaldo
Premier League ,1,8/20/06,Home,Manchester United,Fulham FC,5:1,Not Applicable,19',4:0,Right-footed shot,Wayne Rooney,Cristiano Ronaldo
Premier League ,6,9/23/06,Away,Manchester United,Reading FC,1:1,CF,73',1:1,Right-footed shot,John O'Shea,Cristiano Ronaldo
Premier League ,10,10/28/06,Away,Manchester United,Bolton Wanderers,0:4,Not Applicable,82',0:3,Not reported,Louis Saha,Cristiano Ronaldo
Premier League ,11,11/4/06,Home,Manchester United,Portsmouth FC,3:0,RW,10',2:0,Direct free kick,Not Applicable,Cristiano Ronaldo
Premier League ,15,11/29/06,Home,Manchester United,Everton FC,3:0,Not Applicable,39',1:0,Not reported,Not Applicable,Cristiano Ronaldo
Premier League ,17,12/9/06,Home,Manchester United,Manchester City,3:1,RW,84',3:1,Not reported,Not Applicable,Cristiano Ronaldo
Premier League ,19,12/23/06,Away,Manchester United,Aston Villa,0:3,Not Applicable,58',0:1,Not reported,Not Applicable,Cristiano Ronaldo
Premier League ,19,12/23/06,Away,Manchester United,Aston Villa,0:3,Not Applicable,85',0:3,Not reported,Gary Neville,Cristiano Ronaldo
Premier League ,20,12/26/06,Home,Manchester United,Wigan Athletic,3:1,Not Applicable,47',1:0,Header,Paul Scholes,Cristiano Ronaldo
Premier League ,20,12/26/06,Home,Manchester United,Wigan Athletic,3:1,Not Applicable,50',2:0,Penalty rebound,Not Applicable,Cristiano Ronaldo
Premier League ,21,12/30/06,Home,Manchester United,Reading FC,3:2,RW,58',2:1,Right-footed shot,Not Applicable,Cristiano Ronaldo
Premier League ,21,12/30/06,Home,Manchester United,Reading FC,3:2,RW,77',3:1,Right-footed shot,Ryan Giggs,Cristiano Ronaldo
Premier League ,23,1/13/07,Home,Manchester United,Aston Villa,3:1,Not Applicable,34',3:0,Header,Michael Carrick,Cristiano Ronaldo
Premier League ,25,1/31/07,Home,Manchester United,Watford FC,4:0,RW,12',1:0,Penalty,Not Applicable,Cristiano Ronaldo
Premier League ,26,2/3/07,Away,Manchester United,Tottenham Hotspur,0:4,RW,45',0:1,Penalty,Not Applicable,Cristiano Ronaldo
Premier League ,28,2/24/07,Away,Manchester United,Fulham FC,1:2,Not Applicable,88',1:2,Solo run,Mikaël Silvestre,Cristiano Ronaldo
FA Cup ,Sixth Round,3/10/07,Away,Manchester United,Middlesbrough FC,2:2,RW,68',2:2,Penalty,Not Applicable,Cristiano Ronaldo
FA Cup ,6th round,3/19/07,Home,Manchester United,Middlesbrough FC,1:0,Not Applicable,76',1:0,Penalty,Not Applicable,Cristiano Ronaldo
Champions League ,Quarter-Finals,4/10/07,Home,Manchester United,AS Roma,7:1,RW,44',4:0,Right-footed shot,Ryan Giggs,Cristiano Ronaldo
Champions League ,Quarter-Finals,4/10/07,Home,Manchester United,AS Roma,7:1,RW,49',5:0,Right-footed shot,Ryan Giggs,Cristiano Ronaldo
FA Cup ,Semi-Finals,4/14/07,Away,Manchester United,Watford FC,1:4,Not Applicable,28',1:2,Right-footed shot,Wayne Rooney,Cristiano Ronaldo
Champions League ,Semi-Finals,4/24/07,Home,Manchester United,AC Milan,3:2,RW,5',1:0,Header,Ryan Giggs,Cristiano Ronaldo
Premier League ,37,5/5/07,Away,Manchester United,Manchester City,0:1,RW,34',0:1,Penalty,Not Applicable,Cristiano Ronaldo
Champions League ,Group Stage,9/19/07,Away,Manchester United,Sporting CP,0:1,CF,62',0:1,Header,Wes Brown,Cristiano Ronaldo
Premier League ,8,9/29/07,Away,Manchester United,Birmingham City,0:1,RW,51',0:1,Left-footed shot,Not Applicable,Cristiano Ronaldo
Premier League ,9,10/6/07,Home,Manchester United,Wigan Athletic,4:0,RW,59',2:0,Header,Ryan Giggs,Cristiano Ronaldo
Premier League ,9,10/6/07,Home,Manchester United,Wigan Athletic,4:0,RW,76',3:0,Right-footed shot,Wayne Rooney,Cristiano Ronaldo
Champions League ,Group Stage,10/23/07,Away,Manchester United,Dynamo Kyiv,2:4,RW,41',1:3,Penalty,Not Applicable,Cristiano Ronaldo
Champions League ,Group Stage,10/23/07,Away,Manchester United,Dynamo Kyiv,2:4,RW,68',1:4,Header,Ryan Giggs,Cristiano Ronaldo
Premier League ,12,11/3/07,Away,Manchester United,Arsenal FC,2:2,RW,82',1:2,Left-footed shot,Patrice Evra,Cristiano Ronaldo
Champions League ,Group Stage,11/7/07,Home,Manchester United,Dynamo Kyiv,4:0,RW,88',4:0,Right-footed shot,Patrice Evra,Cristiano Ronaldo
Premier League ,13,11/11/07,Home,Manchester United,Blackburn Rovers,2:0,RW,34',1:0,Header,Ryan Giggs,Cristiano Ronaldo
Premier League ,13,11/11/07,Home,Manchester United,Blackburn Rovers,2:0,RW,35',2:0,Right-footed shot,Carlos Tevez,Cristiano Ronaldo
Champions League ,Group Stage,11/27/07,Home,Manchester United,Sporting CP,2:1,RW,90'+3,2:1,Direct free kick,Not Applicable,Cristiano Ronaldo
Premier League ,15,12/3/07,Home,Manchester United,Fulham FC,2:0,RW,10',1:0,Right-footed shot,Nemanja Vidic‎,Cristiano Ronaldo
Premier League ,15,12/3/07,Home,Manchester United,Fulham FC,2:0,RW,58',2:0,Header,John O'Shea,Cristiano Ronaldo
